date,site_id,site_name,city,country,capacity_mw,cooling_type,energy_tariff_per_kwh,grid_emission_factor,renewable_energy_percent,building_age_years,sla_target_percent,total_facility_energy_kwh,it_equipment_energy_kwh,cooling_energy_kwh,lighting_energy_kwh,backup_power_kwh,peak_demand_kw,temperature_celsius,humidity_percent,server_count,active_servers,idle_servers,avg_cpu_utilization_percent,storage_utilization_percent,ai_workload_percent,revenue_usd,energy_cost_usd,cooling_cost_usd,maintenance_cost_usd,downtime_minutes,sla_penalty_usd,gross_margin_percent,renewable_kwh,fossil_power_kwh,scope_2_emissions_tco2e,carbon_intensity_kg_per_kwh,pue,non_it_energy_kwh,energy_waste_cost_usd,revenue_leakage_usd,target_pue,risk_level
2024-05-24,DC001,Mumbai Core DC,Mumbai,India,45,Air Cooling,0.11,0.72,18,9,99.9,1184359.06,651481.04,459498.73,20600.62,0.0,64850.32,32.6,68.47,5200,3614,1586,52.18,82.59,36.8,579540.24,130279.5,50544.86,54825.16,0.0,0.0,68.06,213184.63,971174.43,699.25,0.5904,1.818,532878.02,19201.98,19201.98,1.55,High
2024-05-24,DC002,Bengaluru AI Hub,Bengaluru,India,60,Liquid Cooling,0.09,0.62,42,4,99.95,1261543.05,874806.76,278155.17,27497.89,0.0,61187.69,28.66,58.07,7200,6153,1047,68.42,62.05,64.3,789717.54,113538.87,25033.96,65151.4,0.0,0.0,77.37,529848.08,731694.97,453.65,0.3596,1.442,386736.29,7249.85,7249.85,1.35,Medium
2024-05-24,DC003,Delhi Enterprise DC,Delhi,India,35,Air Cooling,0.12,0.75,15,12,99.9,962578.15,498385.75,401019.32,17290.97,0.0,53064.87,34.56,46.84,4100,2930,1170,58.62,58.6,32.1,453275.77,115509.38,48122.32,41861.91,0.0,0.0,65.28,144386.72,818191.43,613.64,0.6375,1.931,464192.4,22809.63,22809.63,1.55,High
2024-05-24,DC004,Hyderabad Cloud DC,Hyderabad,India,50,Hybrid Cooling,0.1,0.66,35,6,99.95,1120226.07,697941.54,348193.14,17600.89,0.0,53960.0,29.62,57.4,6100,4635,1465,59.67,60.01,26.75,702842.01,112022.61,34819.31,49183.52,0.0,0.0,77.06,392079.12,728146.94,480.58,0.429,1.605,422284.53,10821.08,10821.08,1.45,Medium
2024-05-24,DC005,Pune Backup DC,Pune,India,30,Air Cooling,0.095,0.68,28,8,99.8,643242.49,361848.35,233311.03,11107.03,0.0,31519.48,28.54,65.23,3300,2638,662,67.45,76.16,36.78,331085.43,61108.04,22164.55,32349.03,0.0,0.0,71.77,180107.9,463134.59,314.93,0.4896,1.778,281394.14,7825.87,7825.87,1.55,Medium
2024-05-25,DC001,Mumbai Core DC,Mumbai,India,45,Air Cooling,0.11,0.72,18,9,99.9,1056615.27,587967.75,382973.89,18026.02,7332.5,51145.92,32.48,48.61,5200,3325,1875,51.34,59.82,28.51,468904.73,116227.68,42127.13,37393.47,0.0,0.0,67.24,190190.75,866424.52,623.83,0.5904,1.797,468647.52,15979.18,15979.18,1.55,Medium
2024-05-25,DC002,Bengaluru AI Hub,Bengaluru,India,60,Liquid Cooling,0.09,0.62,42,4,99.95,1182040.4,822017.04,254521.56,29512.24,0.0,63823.44,25.02,54.62,7200,6624,576,77.32,62.12,55.26,739662.53,106383.64,22906.94,47968.49,0.0,0.0,79.13,496456.97,685583.43,425.06,0.3596,1.438,360023.37,6508.57,6508.57,1.35,Medium
2024-05-25,DC003,Delhi Enterprise DC,Delhi,India,35,Air Cooling,0.12,0.75,15,12,99.9,875141.54,459368.09,365197.87,15882.13,0.0,49242.33,35.83,62.87,4100,3351,749,71.56,71.75,27.78,385337.03,105016.99,43823.74,44104.29,0.0,0.0,61.3,131271.23,743870.31,557.9,0.6375,1.905,415773.45,19574.52,19574.52,1.55,High
2024-05-25,DC004,Hyderabad Cloud DC,Hyderabad,India,50,Hybrid Cooling,0.1,0.66,35,6,99.95,983161.41,621528.81,286635.81,21647.41,0.0,51489.85,29.76,57.47,6100,4574,1526,61.68,72.47,44.53,609081.46,98316.14,28663.58,40165.45,0.0,0.0,77.26,344106.49,639054.92,421.78,0.429,1.582,361632.6,8194.46,8194.46,1.45,Medium
2024-05-25,DC005,Pune Backup DC,Pune,India,30,Air Cooling,0.095,0.68,28,8,99.8,562972.28,314519.61,201615.38,9094.48,0.0,29200.59,30.74,56.37,3300,2211,1089,50.33,73.34,27.62,273086.18,53482.37,19153.46,39714.05,0.0,0.0,65.87,157632.24,405340.05,275.63,0.4896,1.79,248452.68,7169.35,7169.35,1.55,Medium
2024-05-26,DC001,Mumbai Core DC,Mumbai,India,45,Air Cooling,0.11,0.72,18,9,99.9,1170312.09,623605.01,463471.31,18263.43,0.0,56634.19,34.64,68.44,5200,4455,745,74.04,67.9,46.58,502126.33,128734.33,50981.84,55502.6,0.0,0.0,63.31,210656.18,959655.92,690.95,0.5904,1.877,546707.08,22409.68,22409.68,1.55,High
2024-05-26,DC002,Bengaluru AI Hub,Bengaluru,India,60,Liquid Cooling,0.09,0.62,42,4,99.95,1143147.62,789459.6,259409.08,26966.11,0.0,59578.8,26.35,55.43,7200,5680,1520,64.89,74.36,59.2,674396.01,102883.29,23346.82,63185.83,0.0,0.0,75.38,480122.0,663025.62,411.08,0.3596,1.448,353688.02,6963.94,6963.94,1.35,Low
2024-05-26,DC003,Delhi Enterprise DC,Delhi,India,35,Air Cooling,0.12,0.75,15,12,99.9,827267.51,435296.41,338387.88,19250.62,0.0,46668.14,34.32,58.15,4100,2823,1277,58.77,66.99,34.51,382497.98,99272.1,40606.55,42618.82,0.0,0.0,62.9,124090.13,703177.38,527.38,0.6375,1.9,391971.09,18306.97,18306.97,1.55,High
2024-05-26,DC004,Hyderabad Cloud DC,Hyderabad,India,50,Hybrid Cooling,0.1,0.66,35,6,99.95,1105080.65,669338.39,349290.37,18344.22,0.0,61463.71,31.29,62.94,6100,5023,1077,64.89,74.74,32.88,588142.35,110508.07,34929.04,43147.17,0.0,0.0,73.87,386778.23,718302.43,474.08,0.429,1.651,435742.27,13454.0,13454.0,1.45,Medium
2024-05-26,DC005,Pune Backup DC,Pune,India,30,Air Cooling,0.095,0.68,28,8,99.8,557634.57,313654.67,211574.94,10208.99,0.0,28732.33,32.38,51.91,3300,2456,844,59.92,79.73,31.75,296573.11,52975.28,20099.62,26148.13,0.0,0.0,73.32,156137.68,401496.89,273.02,0.4896,1.778,243979.9,6789.63,6789.63,1.55,Medium
2024-05-27,DC001,Mumbai Core DC,Mumbai,India,45,Air Cooling,0.11,0.72,18,9,99.9,1150837.37,610971.97,463222.3,18143.65,0.0,63940.49,34.39,60.43,5200,2649,2551,40.76,69.11,38.38,535565.22,126592.11,50954.45,58788.04,0.0,0.0,65.39,207150.73,943686.64,679.45,0.5904,1.884,539865.4,22421.39,22421.39,1.55,High
2024-05-27,DC002,Bengaluru AI Hub,Bengaluru,India,60,Liquid Cooling,0.09,0.62,42,4,99.95,1272250.39,881725.39,295166.59,31760.17,0.0,65492.82,29.65,55.46,7200,6009,1191,69.81,61.7,46.91,753090.75,114502.53,26564.99,71117.17,0.0,0.0,75.35,534345.16,737905.22,457.5,0.3596,1.443,390524.99,7372.9,7372.9,1.35,Medium
2024-05-27,DC003,Delhi Enterprise DC,Delhi,India,35,Air Cooling,0.12,0.75,15,12,99.9,850633.58,450753.11,329141.19,12509.67,0.0,46369.37,34.51,48.2,4100,2834,1266,51.45,58.77,17.15,454285.17,102076.03,39496.94,37292.01,0.0,0.0,69.32,127595.04,723038.55,542.28,0.6375,1.887,399880.47,18235.95,18235.95,1.55,High
2024-05-27,DC004,Hyderabad Cloud DC,Hyderabad,India,50,Hybrid Cooling,0.1,0.66,35,6,99.95,1082518.8,690345.27,316323.31,26829.78,0.0,61252.79,29.61,48.44,6100,3820,2280,51.36,68.49,17.37,656431.52,108251.88,31632.33,51023.43,0.0,0.0,75.74,378881.58,703637.22,464.4,0.429,1.568,392173.53,8151.82,8151.82,1.45,Medium
2024-05-27,DC005,Pune Backup DC,Pune,India,30,Air Cooling,0.095,0.68,28,8,99.8,621807.51,339603.3,229668.0,11025.71,0.0,30986.87,29.38,77.34,3300,2115,1185,50.19,52.5,27.34,324539.51,59071.71,21818.46,36012.41,0.0,0.0,70.7,174106.1,447701.4,304.44,0.4896,1.831,282204.2,9065.13,9065.13,1.55,Medium
2024-05-28,DC001,Mumbai Core DC,Mumbai,India,45,Air Cooling,0.11,0.72,18,9,99.9,1129104.59,632896.08,400409.83,16736.39,0.0,57095.06,30.09,67.44,5200,3347,1853,54.38,69.89,36.09,517816.62,124201.5,44045.08,56366.05,0.0,0.0,65.13,203238.83,925865.76,666.62,0.5904,1.784,496208.5,16292.72,16292.72,1.55,High
2024-05-28,DC002,Bengaluru AI Hub,Bengaluru,India,60,Liquid Cooling,0.09,0.62,42,4,99.95,1271642.35,874165.39,269288.4,38373.67,2589.83,64273.32,27.31,56.07,7200,5668,1532,68.19,54.99,59.23,798685.78,114447.81,24235.96,55493.03,0.0,0.0,78.72,534089.79,737552.56,457.28,0.3596,1.455,397476.96,8236.72,8236.72,1.35,Medium
2024-05-28,DC003,Delhi Enterprise DC,Delhi,India,35,Air Cooling,0.12,0.75,15,12,99.9,931357.49,498552.66,367268.24,17838.39,8353.02,51804.18,33.97,56.07,4100,2881,1219,57.74,80.71,29.98,466271.73,111762.9,44072.19,50919.2,0.0,0.0,65.11,139703.62,791653.87,593.74,0.6375,1.868,432804.83,19032.1,19032.1,1.55,High
2024-05-28,DC004,Hyderabad Cloud DC,Hyderabad,India,50,Hybrid Cooling,0.1,0.66,35,6,99.95,1167719.33,716312.46,364090.21,19254.56,5367.75,66007.28,31.9,58.24,6100,4229,1871,57.37,70.95,28.6,650900.0,116771.93,36409.02,57098.85,41.3,75226.08,61.73,408701.77,759017.57,500.95,0.429,1.63,451406.88,12906.63,88132.71,1.45,High
2024-05-28,DC005,Pune Backup DC,Pune,India,30,Air Cooling,0.095,0.68,28,8,99.8,632560.39,343187.94,236414.28,11244.06,0.0,31711.65,31.3,62.34,3300,2084,1216,45.69,57.01,41.07,338402.91,60093.24,22459.36,30700.33,0.0,0.0,73.17,177116.91,455443.48,309.7,0.4896,1.843,289372.45,9558.81,9558.81,1.55,Medium
2024-05-29,DC001,Mumbai Core DC,Mumbai,India,45,Air Cooling,0.11,0.72,18,9,99.9,1116127.75,607261.66,434656.77,18206.22,0.0,61025.08,34.13,75.14,5200,3237,1963,44.51,73.09,34.69,533443.13,122774.05,47812.24,56230.28,20.6,26266.81,61.52,200902.99,915224.75,658.96,0.5904,1.838,508866.09,19235.94,45502.75,1.55,High
2024-05-29,DC002,Bengaluru AI Hub,Bengaluru,India,60,Liquid Cooling,0.09,0.62,42,4,99.95,1238337.75,850425.11,271182.72,27497.23,2674.57,69063.89,26.77,63.29,7200,5006,2194,58.42,65.68,57.15,792446.58,111450.4,24406.44,53223.6,0.0,0.0,79.22,520101.86,718235.9,445.31,0.3596,1.456,387912.64,8123.75,8123.75,1.35,Medium
2024-05-29,DC003,Delhi Enterprise DC,Delhi,India,35,Air Cooling,0.12,0.75,15,12,99.9,953370.54,513745.57,357816.64,15342.83,0.0,47033.7,30.05,56.9,4100,3702,398,75.0,76.62,29.16,430127.33,114404.46,42938.0,48938.53,0.0,0.0,62.02,143005.58,810364.96,607.77,0.6375,1.856,439624.97,18847.79,18847.79,1.55,High
2024-05-29,DC004,Hyderabad Cloud DC,Hyderabad,India,50,Hybrid Cooling,0.1,0.66,35,6,99.95,1051955.35,667917.13,313152.44,26068.46,0.0,51444.04,31.34,61.71,6100,3970,2130,51.79,60.91,33.27,628757.1,105195.54,31315.24,41653.37,0.0,0.0,76.64,368184.37,683770.98,451.29,0.429,1.575,384038.22,8347.55,8347.55,1.45,Medium
2024-05-29,DC005,Pune Backup DC,Pune,India,30,Air Cooling,0.095,0.68,28,8,99.8,621127.76,354060.09,218339.29,11598.0,0.0,30556.47,29.92,79.44,3300,2401,899,58.98,61.48,24.41,318021.87,59007.14,20742.23,37215.56,0.0,0.0,69.74,173915.77,447211.99,304.1,0.4896,1.754,267067.67,6871.79,6871.79,1.55,Medium
2024-05-30,DC001,Mumbai Core DC,Mumbai,India,45,Air Cooling,0.11,0.72,18,9,99.9,1267205.9,685933.97,475677.01,23073.05,0.0,62855.9,35.75,60.97,5200,4748,452,74.6,62.85,32.25,531878.37,139392.65,52324.47,51433.64,0.0,0.0,64.12,228097.06,1039108.84,748.16,0.5904,1.847,581271.93,22440.91,22440.91,1.55,High
2024-05-30,DC002,Bengaluru AI Hub,Bengaluru,India,60,Liquid Cooling,0.09,0.62,42,4,99.95,1331443.39,902956.05,318248.8,26932.3,0.0,68839.82,30.42,67.55,7200,6081,1119,71.22,63.64,48.98,808881.91,119829.91,28642.39,66398.59,3.3,3154.98,76.59,559206.22,772237.17,478.79,0.3596,1.475,428487.34,10120.74,13275.72,1.35,Medium
2024-05-30,DC003,Delhi Enterprise DC,Delhi,India,35,Air Cooling,0.12,0.75,15,12,99.9,893234.92,475373.6,341712.12,20902.14,5781.8,48234.78,33.21,65.31,4100,3177,923,60.15,63.32,17.85,431165.75,107188.19,41005.45,47759.96,0.0,0.0,64.06,133985.24,759249.68,569.44,0.6375,1.879,417861.32,18768.7,18768.7,1.55,High
2024-05-30,DC004,Hyderabad Cloud DC,Hyderabad,India,50,Hybrid Cooling,0.1,0.66,35,6,99.95,1090105.97,676717.46,336978.52,20589.15,0.0,61074.65,33.54,67.75,6100,4079,2021,51.82,76.08,37.02,636082.59,109010.6,33697.85,46254.14,0.0,0.0,75.59,381537.09,708568.88,467.66,0.429,1.611,413388.5,10886.56,10886.56,1.45,Medium
2024-05-30,DC005,Pune Backup DC,Pune,India,30,Air Cooling,0.095,0.68,28,8,99.8,689399.4,381082.91,254913.96,14773.31,8330.83,36368.97,29.06,74.92,3300,2846,454,70.89,71.68,30.08,329042.4,65492.94,24216.83,32965.44,0.0,0.0,70.08,193031.83,496367.57,337.53,0.4896,1.809,308316.49,9378.48,9378.48,1.55,Medium
2024-05-31,DC001,Mumbai Core DC,Mumbai,India,45,Air Cooling,0.11,0.72,18,9,99.9,1253130.66,656613.17,505863.26,21339.91,8594.85,65079.6,35.77,60.06,5200,3103,2097,46.98,59.63,37.82,546453.25,137844.37,55644.96,38016.89,0.0,0.0,67.82,225563.52,1027567.14,739.85,0.5904,1.908,596517.48,25891.83,25891.83,1.55,High
2024-05-31,DC002,Bengaluru AI Hub,Bengaluru,India,60,Liquid Cooling,0.09,0.62,42,4,99.95,1307866.7,892777.09,306098.67,31445.72,0.0,69856.63,27.76,54.87,7200,5871,1329,69.51,45.98,67.37,766923.77,117708.0,27548.88,54730.96,0.0,0.0,77.52,549304.02,758562.69,470.31,0.3596,1.465,415089.62,9235.59,9235.59,1.35,Medium
2024-05-31,DC003,Delhi Enterprise DC,Delhi,India,35,Air Cooling,0.12,0.75,15,12,99.9,901320.71,482679.99,367313.21,13297.08,0.0,44804.18,34.6,70.1,4100,2969,1131,61.86,66.9,41.43,450675.09,108158.49,44077.58,34951.38,0.0,0.0,68.25,135198.11,766122.6,574.59,0.6375,1.867,418640.72,18380.01,18380.01,1.55,High
2024-05-31,DC004,Hyderabad Cloud DC,Hyderabad,India,50,Hybrid Cooling,0.1,0.66,35,6,99.95,1205409.0,758861.57,355407.87,27375.33,0.0,59901.78,31.15,68.45,6100,5266,834,71.78,65.8,33.36,706049.76,120540.9,35540.79,42749.96,0.0,0.0,76.87,421893.15,783515.85,517.12,0.429,1.588,446547.42,10505.97,10505.97,1.45,Medium
2024-05-31,DC005,Pune Backup DC,Pune,India,30,Air Cooling,0.095,0.68,28,8,99.8,673175.17,381057.5,250310.17,10849.04,0.0,36209.64,32.74,60.57,3300,2859,441,74.87,76.84,41.16,310646.02,63951.64,23779.47,39781.85,0.0,0.0,66.61,188489.05,484686.12,329.59,0.4896,1.767,292117.67,7840.92,7840.92,1.55,Medium
2024-06-01,DC001,Mumbai Core DC,Mumbai,India,45,Air Cooling,0.11,0.72,18,9,99.9,1075935.44,566687.77,424866.13,16492.07,6211.53,54777.7,34.56,53.61,5200,3972,1228,59.29,75.86,27.71,468058.86,118352.9,46735.27,46168.64,84.3,112530.03,40.81,193668.38,882267.06,635.23,0.5904,1.899,509247.67,21732.63,134262.67,1.55,High
2024-06-01,DC002,Bengaluru AI Hub,Bengaluru,India,60,Liquid Cooling,0.09,0.62,42,4,99.95,1079079.03,744058.05,235969.53,22681.0,0.0,57375.15,27.08,74.84,7200,5190,2010,58.86,62.01,61.12,737283.51,97117.11,21237.26,67930.83,0.0,0.0,77.61,453213.19,625865.84,388.04,0.3596,1.45,335020.99,6714.06,6714.06,1.35,Low
2024-06-01,DC003,Delhi Enterprise DC,Delhi,India,35,Air Cooling,0.12,0.75,15,12,99.9,813624.87,454386.34,306095.88,13676.35,0.0,42392.96,31.42,63.3,4100,3121,979,63.08,52.58,26.36,407229.93,97634.98,36731.51,47779.23,0.0,0.0,64.29,122043.73,691581.14,518.69,0.6375,1.791,359238.53,13119.12,13119.12,1.55,Medium
2024-06-01,DC004,Hyderabad Cloud DC,Hyderabad,India,50,Hybrid Cooling,0.1,0.66,35,6,99.95,951019.87,603031.88,282764.14,23461.71,0.0,49340.15,31.67,73.77,6100,3367,2733,44.49,78.44,13.66,558990.08,95101.99,28276.41,47912.75,0.0,0.0,74.42,332856.95,618162.91,407.99,0.429,1.577,347987.98,7662.36,7662.36,1.45,Low
2024-06-01,DC005,Pune Backup DC,Pune,India,30,Air Cooling,0.095,0.68,28,8,99.8,610335.42,335683.96,231515.74,9573.33,0.0,30506.89,29.68,73.23,3300,2398,902,62.26,58.11,32.4,270270.18,57981.86,21994.0,35204.29,0.0,0.0,65.52,170893.92,439441.5,298.82,0.4896,1.818,274651.45,8552.4,8552.4,1.55,Medium
2024-06-02,DC001,Mumbai Core DC,Mumbai,India,45,Air Cooling,0.11,0.72,18,9,99.9,1084958.84,612488.81,394294.97,26730.85,0.0,59262.87,30.93,64.57,5200,4227,973,65.21,74.05,27.42,467274.37,119345.47,43372.45,46226.81,0.0,0.0,64.57,195292.59,889666.24,640.56,0.5904,1.771,472470.02,14916.13,14916.13,1.55,Medium
2024-06-02,DC002,Bengaluru AI Hub,Bengaluru,India,60,Liquid Cooling,0.09,0.62,42,4,99.95,1141676.18,795059.35,263277.25,21623.65,0.0,55375.36,30.54,59.74,7200,6624,576,76.46,60.49,64.72,737788.3,102750.86,23694.95,57116.68,0.0,0.0,78.33,479504.0,662172.19,410.55,0.3596,1.436,346616.83,6151.15,6151.15,1.35,Low
2024-06-02,DC003,Delhi Enterprise DC,Delhi,India,35,Air Cooling,0.12,0.75,15,12,99.9,825682.05,437743.66,320636.88,16244.82,0.0,43345.86,33.88,48.13,4100,2715,1385,48.53,73.24,38.12,378873.8,99081.85,38476.43,47712.95,0.0,0.0,61.25,123852.31,701829.74,526.37,0.6375,1.886,387938.39,17661.52,17661.52,1.55,High
2024-06-02,DC004,Hyderabad Cloud DC,Hyderabad,India,50,Hybrid Cooling,0.1,0.66,35,6,99.95,1017261.05,644458.58,298090.63,16318.23,0.0,52748.69,30.14,52.38,6100,5108,992,70.44,60.81,28.73,580969.54,101726.1,29809.06,44132.82,0.0,0.0,74.89,356041.37,661219.68,436.4,0.429,1.578,372802.47,8279.61,8279.61,1.45,Medium
2024-06-02,DC005,Pune Backup DC,Pune,India,30,Air Cooling,0.095,0.68,28,8,99.8,598839.12,338422.38,224816.89,9846.01,0.0,33660.31,31.76,75.45,3300,2604,696,65.73,63.09,45.4,288271.9,56889.72,21357.6,29470.6,0.0,0.0,70.04,167674.95,431164.16,293.19,0.4896,1.77,260416.73,7057.02,7057.02,1.55,Medium
2024-06-03,DC001,Mumbai Core DC,Mumbai,India,45,Air Cooling,0.11,0.72,18,9,99.9,1266634.83,684457.15,492620.8,23674.8,4144.57,62532.1,31.59,71.52,5200,3899,1301,62.14,56.78,22.13,511482.39,139329.83,54188.29,52133.71,0.0,0.0,62.57,227994.27,1038640.56,747.82,0.5904,1.851,582177.69,22629.89,22629.89,1.55,High
2024-06-03,DC002,Bengaluru AI Hub,Bengaluru,India,60,Liquid Cooling,0.09,0.62,42,4,99.95,1282824.57,889187.63,306720.93,27296.77,0.0,71386.08,29.41,60.37,7200,6340,860,71.67,68.38,63.52,809678.21,115454.21,27604.88,58075.99,0.0,0.0,78.57,538786.32,744038.25,461.3,0.3596,1.443,393636.94,7417.91,7417.91,1.35,Medium
2024-06-03,DC003,Delhi Enterprise DC,Delhi,India,35,Air Cooling,0.12,0.75,15,12,99.9,960153.85,498424.61,384204.64,13895.59,4168.84,49232.56,34.55,46.12,4100,3072,1028,58.34,60.13,36.62,422313.95,115218.46,46104.56,46219.28,0.0,0.0,61.77,144023.08,816130.77,612.1,0.6375,1.926,461729.24,22511.48,22511.48,1.55,High
2024-06-03,DC004,Hyderabad Cloud DC,Hyderabad,India,50,Hybrid Cooling,0.1,0.66,35,6,99.95,1136115.13,690851.72,379521.69,17279.13,0.0,61668.33,34.06,48.57,6100,4540,1560,60.05,62.41,28.49,674767.32,113611.51,37952.17,58184.78,0.0,0.0,74.54,397640.29,738474.83,487.39,0.429,1.645,445263.41,13438.01,13438.01,1.45,Medium
2024-06-03,DC005,Pune Backup DC,Pune,India,30,Air Cooling,0.095,0.68,28,8,99.8,665168.13,359486.7,249546.02,12926.61,0.0,34938.2,32.59,71.79,3300,2161,1139,49.69,59.97,34.77,334250.9,63190.97,23706.87,37976.75,0.0,0.0,69.73,186247.08,478921.05,325.67,0.4896,1.85,305681.43,10256.56,10256.56,1.55,High
2024-06-04,DC001,Mumbai Core DC,Mumbai,India,45,Air Cooling,0.11,0.72,18,9,99.9,1293302.47,685946.95,486594.13,30493.92,2935.94,65369.54,35.06,63.33,5200,3824,1376,61.36,58.19,26.09,571281.03,142263.27,53525.35,40357.8,0.0,0.0,68.03,232794.44,1060508.03,763.57,0.5904,1.885,607355.52,25309.32,25309.32,1.55,High
2024-06-04,DC002,Bengaluru AI Hub,Bengaluru,India,60,Liquid Cooling,0.09,0.62,42,4,99.95,1201987.57,824040.02,288704.53,25530.15,0.0,65745.86,30.6,52.85,7200,4684,2516,49.49,57.72,69.11,798943.11,108178.88,25983.41,54315.77,0.0,0.0,79.66,504834.78,697152.79,432.23,0.3596,1.459,377947.55,8058.02,8058.02,1.35,Medium
2024-06-04,DC003,Delhi Enterprise DC,Delhi,India,35,Air Cooling,0.12,0.75,15,12,99.9,947654.6,493545.29,395426.86,16250.91,0.0,47783.83,34.53,66.93,4100,2694,1406,51.83,72.62,31.02,431122.05,113718.55,47451.22,37190.42,0.0,0.0,65.0,142148.19,805506.41,604.13,0.6375,1.92,454109.31,21919.13,21919.13,1.55,High
2024-06-04,DC004,Hyderabad Cloud DC,Hyderabad,India,50,Hybrid Cooling,0.1,0.66,35,6,99.95,1220713.02,725221.79,379900.18,27528.98,0.0,58841.61,32.24,60.06,6100,4327,1773,56.62,63.04,32.3,679774.88,122071.3,37990.02,56929.3,0.0,0.0,73.67,427249.56,793463.47,523.69,0.429,1.683,495491.23,16914.14,16914.14,1.45,Medium
2024-06-04,DC005,Pune Backup DC,Pune,India,30,Air Cooling,0.095,0.68,28,8,99.8,643686.55,374635.9,233669.11,9661.96,0.0,35895.76,30.64,59.85,3300,2397,903,61.86,73.68,29.04,333755.54,61150.22,22198.57,30807.24,0.0,0.0,72.45,180232.23,463454.31,315.15,0.4896,1.718,269050.65,5985.09,5985.09,1.55,Medium
2024-06-05,DC001,Mumbai Core DC,Mumbai,India,45,Air Cooling,0.11,0.72,18,9,99.9,1272725.7,686019.12,507348.82,20220.99,0.0,68390.54,35.86,68.0,5200,4361,839,67.05,75.56,37.74,540020.89,139999.83,55808.37,46936.62,0.0,0.0,65.38,229090.63,1043635.08,751.42,0.5904,1.855,586706.58,23033.57,23033.57,1.55,High
2024-06-05,DC002,Bengaluru AI Hub,Bengaluru,India,60,Liquid Cooling,0.09,0.62,42,4,99.95,1210555.08,833974.62,291427.43,24863.81,0.0,58628.05,32.23,55.22,7200,5759,1441,62.11,60.83,46.21,815670.03,108949.96,26228.47,69206.09,0.0,0.0,78.16,508433.14,702121.95,435.32,0.3596,1.452,376580.47,7622.04,7622.04,1.35,Medium
2024-06-05,DC003,Delhi Enterprise DC,Delhi,India,35,Air Cooling,0.12,0.75,15,12,99.9,955800.63,502499.38,387502.77,19892.75,0.0,51286.59,34.3,66.81,4100,3201,899,64.23,49.49,29.48,458662.56,114696.08,46500.33,37113.35,0.0,0.0,66.9,143370.09,812430.53,609.32,0.6375,1.902,453301.25,21231.19,21231.19,1.55,High
2024-06-05,DC004,Hyderabad Cloud DC,Hyderabad,India,50,Hybrid Cooling,0.1,0.66,35,6,99.95,1216807.26,720382.1,391489.61,24487.4,0.0,65315.43,33.85,61.28,6100,4815,1285,61.21,57.72,24.5,690033.14,121680.73,39148.96,57226.41,0.0,0.0,74.07,425882.54,790924.72,522.01,0.429,1.689,496425.16,17225.32,17225.32,1.45,Medium
2024-06-05,DC005,Pune Backup DC,Pune,India,30,Air Cooling,0.095,0.68,28,8,99.8,675342.1,379146.03,254199.49,11585.66,0.0,36915.34,31.33,68.52,3300,2753,547,70.76,71.78,45.61,301668.24,64157.5,24148.95,38588.59,0.0,0.0,65.94,189095.79,486246.32,330.65,0.4896,1.781,296196.07,8328.25,8328.25,1.55,Medium
2024-06-06,DC001,Mumbai Core DC,Mumbai,India,45,Air Cooling,0.11,0.72,18,9,99.9,1231647.4,651891.51,481256.77,22881.15,10061.48,65616.91,33.91,43.46,5200,3317,1883,51.15,66.96,33.61,550251.24,135481.21,52938.24,61266.06,0.0,0.0,64.24,221696.53,1009950.87,727.16,0.5904,1.889,579755.89,24333.71,24333.71,1.55,High
2024-06-06,DC002,Bengaluru AI Hub,Bengaluru,India,60,Liquid Cooling,0.09,0.62,42,4,99.95,1251077.52,828485.18,291332.94,28574.74,10396.91,66207.99,29.22,45.65,7200,4695,2505,54.86,62.43,40.96,829993.28,112596.98,26219.96,48771.21,0.0,0.0,80.56,525452.56,725624.96,449.89,0.3596,1.51,422592.34,11936.03,11936.03,1.35,Medium
2024-06-06,DC003,Delhi Enterprise DC,Delhi,India,35,Air Cooling,0.12,0.75,15,12,99.9,850129.13,446795.48,335267.19,13151.88,0.0,43934.04,36.26,69.03,4100,2588,1512,49.97,56.67,20.2,436803.79,102015.5,40232.06,44255.53,0.0,0.0,66.51,127519.37,722609.76,541.96,0.6375,1.903,403333.65,18911.54,18911.54,1.55,High
2024-06-06,DC004,Hyderabad Cloud DC,Hyderabad,India,50,Hybrid Cooling,0.1,0.66,35,6,99.95,1115619.53,678374.43,347439.39,19854.86,0.0,61805.28,29.82,63.9,6100,4231,1869,54.25,62.78,45.61,684463.54,111561.95,34743.94,53985.81,0.0,0.0,75.81,390466.83,725152.69,478.6,0.429,1.645,437245.1,13197.66,13197.66,1.45,Medium
2024-06-06,DC005,Pune Backup DC,Pune,India,30,Air Cooling,0.095,0.68,28,8,99.8,630703.97,340804.31,249709.15,13502.78,0.0,32514.65,32.94,72.55,3300,2250,1050,54.36,72.95,32.76,339169.57,59916.88,23722.37,28015.5,0.0,0.0,74.07,176597.11,454106.86,308.79,0.4896,1.851,289899.67,9733.44,9733.44,1.55,High
2024-06-07,DC001,Mumbai Core DC,Mumbai,India,45,Air Cooling,0.11,0.72,18,9,99.9,1148757.05,626930.18,423743.97,25436.62,0.0,56184.17,32.86,73.64,5200,3859,1341,56.36,79.32,29.12,548653.99,126363.28,46611.84,57375.75,0.0,0.0,66.51,206776.27,941980.78,678.23,0.5904,1.832,521826.87,19471.68,19471.68,1.55,High
